gene_id,gene_name
ENSG00000061656.10,SPAG4
ENSG00000061676.15,NCKAP1
ENSG00000061794.13,MRPS35
ENSG00000061918.14,GUCY1B1
ENSG00000061936.10,SFSWAP
ENSG00000061938.20,TNK2
ENSG00000061987.16,MON2
ENSG00000062038.14,CDH3
ENSG00000062096.15,ARSF
ENSG00000062194.16,GPBP1
ENSG00000062282.15,DGAT2
ENSG00000062370.17,ZNF112
ENSG00000062485.19,CS
ENSG00000062524.16,LTK
ENSG00000062582.14,MRPS24
ENSG00000062598.18,ELMO2
ENSG00000062650.19,WAPL
ENSG00000062716.13,VMP1
ENSG00000062725.10,APPBP2
ENSG00000062822.15,POLD1
ENSG00000063015.20,SEZ6
ENSG00000063046.18,EIF4B
ENSG00000063127.16,SLC6A16
ENSG00000063169.11,BICRA
ENSG00000063176.16,SPHK2
ENSG00000063177.13,RPL18
ENSG00000063180.9,CA11
ENSG00000063241.8,ISOC2
ENSG00000063244.13,U2AF2
ENSG00000063245.15,EPN1
ENSG00000063322.15,MED29
ENSG00000063438.19,AHRR
ENSG00000063515.3,GSC2
ENSG00000063587.15,ZNF275
ENSG00000063601.17,MTMR1
ENSG00000063660.9,GPC1
ENSG00000063761.16,ADCK1
ENSG00000063854.13,HAGH
ENSG00000063978.16,RNF4
ENSG00000064012.22,CASP8
ENSG00000064042.18,LIMCH1
ENSG00000064102.15,INTS13
ENSG00000064115.11,TM7SF3
ENSG00000064195.7,DLX3
ENSG00000064199.7,SPA17
ENSG00000064201.16,TSPAN32
ENSG00000064205.10,CCN5
ENSG00000064218.5,DMRT3
ENSG00000064225.12,ST3GAL6
ENSG00000064270.13,ATP2C2
ENSG00000064300.9,NGFR
ENSG00000064309.14,CDON
ENSG00000064313.12,TAF2
ENSG00000064393.16,HIPK2
ENSG00000064419.13,TNPO3
ENSG00000064489.23,BORCS8-MEF2B
ENSG00000064490.14,RFXANK
ENSG00000064545.15,TMEM161A
ENSG00000064547.14,LPAR2
ENSG00000064601.20,CTSA
ENSG00000064607.17,SUGP2
ENSG00000064651.14,SLC12A2
ENSG00000064652.11,SNX24
ENSG00000064655.19,EYA2
ENSG00000064666.15,CNN2
ENSG00000064687.13,ABCA7
ENSG00000064692.20,SNCAIP
ENSG00000064703.12,DDX20
ENSG00000064726.10,BTBD1
ENSG00000064763.11,FAR2
ENSG00000064787.13,BCAS1
ENSG00000064835.11,POU1F1
ENSG00000064886.14,CHI3L2
ENSG00000064932.16,SBNO2
ENSG00000064933.18,PMS1
ENSG00000064961.19,HMG20B
ENSG00000064989.13,CALCRL
ENSG00000064995.18,TAF11
ENSG00000064999.15,ANKS1A
ENSG00000065000.19,AP3D1
ENSG00000065029.15,ZNF76
ENSG00000065054.14,SLC9A3R2
ENSG00000065057.9,NTHL1
ENSG00000065060.17,UHRF1BP1
ENSG00000065135.12,GNAI3
ENSG00000065150.21,IPO5
ENSG00000065154.12,OAT
ENSG00000065183.16,WDR3
ENSG00000065243.20,PKN2
ENSG00000065268.11,WDR18
ENSG00000065308.5,TRAM2
ENSG00000065320.9,NTN1
ENSG00000065325.13,GLP2R
ENSG00000065328.17,MCM10
ENSG00000065357.20,DGKA
ENSG00000065361.16,ERBB3
ENSG00000065371.17,ROPN1
ENSG00000065413.20,ANKRD44
ENSG00000065427.15,KARS1
ENSG00000065457.10,ADAT1
ENSG00000065485.20,PDIA5
ENSG00000065491.8,TBC1D22B
ENSG00000065518.8,NDUFB4
ENSG00000065526.12,SPEN
ENSG00000065534.19,MYLK
ENSG00000065548.18,ZC3H15
ENSG00000065559.15,MAP2K4
ENSG00000065600.13,PACC1
ENSG00000065609.14,SNAP91
ENSG00000065613.15,SLK
ENSG00000065615.14,CYB5R4
ENSG00000065618.21,COL17A1
ENSG00000065621.15,GSTO2
ENSG00000065665.21,SEC61A2
ENSG00000065675.15,PRKCQ
ENSG00000065717.15,TLE2
ENSG00000065802.12,ASB1
ENSG00000065809.13,FAM107B
ENSG00000065833.9,ME1
ENSG00000065882.16,TBC1D1
ENSG00000065883.16,CDK13
ENSG00000065911.13,MTHFD2
ENSG00000065923.10,SLC9A7
ENSG00000065970.9,FOXJ2
ENSG00000065978.19,YBX1
ENSG00000065989.16,PDE4A
ENSG00000066027.12,PPP2R5A
ENSG00000066032.18,CTNNA2
ENSG00000066044.15,ELAVL1
ENSG00000066056.14,TIE1
ENSG00000066084.13,DIP2B
ENSG00000066117.15,SMARCD1
ENSG00000066135.13,KDM4A
ENSG00000066136.20,NFYC
ENSG00000066185.13,ZMYND12
ENSG00000066230.12,SLC9A3
ENSG00000066248.15,NGEF
ENSG00000066279.18,ASPM
ENSG00000066294.15,CD84
ENSG00000066322.15,ELOVL1
ENSG00000066336.12,SPI1
ENSG00000066379.15,POLR1H
ENSG00000066382.16,MPPED2
ENSG00000066405.13,CLDN18
ENSG00000066422.5,ZBTB11
ENSG00000066427.24,ATXN3
ENSG00000066455.13,GOLGA5
ENSG00000066468.23,FGFR2
ENSG00000066557.6,LRRC40
ENSG00000066583.12,ISOC1
ENSG00000066629.18,EML1
ENSG00000066651.20,TRMT11
ENSG00000066654.14,THUMPD1
ENSG00000066697.15,MSANTD3
ENSG00000066735.14,KIF26A
ENSG00000066739.12,ATG2B
ENSG00000066777.9,ARFGEF1
ENSG00000066813.14,ACSM2B
ENSG00000066827.16,ZFAT
ENSG00000066855.16,MTFR1
ENSG00000066923.17,STAG3
ENSG00000066926.12,FECH
ENSG00000066933.16,MYO9A
ENSG00000067048.17,DDX3Y
ENSG00000067057.18,PFKP
ENSG00000067064.11,IDI1
ENSG00000067066.17,SP100
ENSG00000067082.15,KLF6
ENSG00000067113.17,PLPP1
ENSG00000067141.17,NEO1
ENSG00000067167.8,TRAM1
ENSG00000067177.15,PHKA1
ENSG00000067182.8,TNFRSF1A
ENSG00000067191.16,CACNB1
ENSG00000067208.14,EVI5
ENSG00000067221.14,STOML1
ENSG00000067225.18,PKM
ENSG00000067248.10,DHX29
ENSG00000067334.14,DNTTIP2
ENSG00000067365.15,METTL22
ENSG00000067369.14,TP53BP1
ENSG00000067445.21,TRO
ENSG00000067533.6,RRP15
ENSG00000067560.13,RHOA
ENSG00000067596.12,DHX8
ENSG00000067606.17,PRKCZ
ENSG00000067646.12,ZFY
ENSG00000067704.10,IARS2
ENSG00000067715.14,SYT1
ENSG00000067798.16,NAV3
ENSG00000067829.19,IDH3G
ENSG00000067836.13,ROGDI
ENSG00000067840.12,PDZD4
ENSG00000067842.17,ATP2B3
ENSG00000067900.8,ROCK1
ENSG00000067955.15,CBFB
ENSG00000067992.16,PDK3
ENSG00000068001.14,HYAL2
ENSG00000068024.17,HDAC4
ENSG00000068028.17,RASSF1
ENSG00000068078.20,FGFR3
ENSG00000068079.8,IFI35
ENSG00000068097.15,HEATR6
ENSG00000068120.15,COASY
ENSG00000068137.15,PLEKHH3
ENSG00000068305.17,MEF2A
ENSG00000068308.14,OTUD5
ENSG00000068323.17,TFE3
ENSG00000068354.16,TBC1D25
ENSG00000068366.20,ACSL4
ENSG00000068383.19,INPP5A
ENSG00000068394.11,GPKOW
ENSG00000068400.13,GRIPAP1
ENSG00000068438.15,FTSJ1
ENSG00000068489.13,PRR11
ENSG00000068615.19,REEP1
ENSG00000068650.18,ATP11A
ENSG00000068654.16,POLR1A
ENSG00000068697.7,LAPTM4A
ENSG00000068724.17,TTC7A
ENSG00000068745.15,IP6K2
ENSG00000068781.21,STON1-GTF2A1L
ENSG00000068784.13,SRBD1
ENSG00000068796.19,KIF2A
ENSG00000068831.19,RASGRP2
ENSG00000068878.15,PSME4
ENSG00000068885.15,IFT80
ENSG00000068903.20,SIRT2
ENSG00000068912.14,ERLEC1
ENSG00000068971.14,PPP2R5B
ENSG00000068976.14,PYGM
ENSG00000068985.5,PAGE1
ENSG00000069011.16,PITX1
ENSG00000069018.19,TRPC7
ENSG00000069020.18,MAST4
ENSG00000069122.19,ADGRF5
ENSG00000069188.17,SDK2
ENSG00000069206.15,ADAM7
ENSG00000069248.12,NUP133
ENSG00000069275.13,NUCKS1
ENSG00000069329.18,VPS35
ENSG00000069345.12,DNAJA2
ENSG00000069399.15,BCL3
ENSG00000069424.15,KCNAB2
ENSG00000069431.11,ABCC9
ENSG00000069482.7,GAL
ENSG00000069493.15,CLEC2D
ENSG00000069509.6,FUNDC1
ENSG00000069535.14,MAOB
ENSG00000069667.16,RORA
ENSG00000069696.7,DRD4
ENSG00000069702.11,TGFBR3
ENSG00000069764.10,PLA2G10
ENSG00000069812.11,HES2
ENSG00000069849.11,ATP1B3
ENSG00000069869.16,NEDD4
ENSG00000069943.10,PIGB
ENSG00000069956.12,MAPK6
ENSG00000069966.19,GNB5
ENSG00000069974.16,RAB27A
ENSG00000069998.12,HDHD5
ENSG00000070010.19,UFD1
ENSG00000070018.9,LRP6
ENSG00000070019.5,GUCY2C
ENSG00000070031.4,SCT
ENSG00000070047.13,PHRF1
ENSG00000070061.16,ELP1
ENSG00000070081.17,NUCB2
ENSG00000070087.14,PFN2
ENSG00000070159.14,PTPN3
ENSG00000070182.21,SPTB
ENSG00000070190.13,DAPP1
ENSG00000070193.5,FGF10
ENSG00000070214.16,SLC44A1
ENSG00000070269.14,TMEM260
ENSG00000070366.14,SMG6
ENSG00000070367.16,EXOC5
ENSG00000070371.16,CLTCL1
ENSG00000070388.11,FGF22
ENSG00000070404.10,FSTL3
ENSG00000070413.20,DGCR2
ENSG00000070423.18,RNF126
ENSG00000070444.15,MNT
ENSG00000070476.15,ZXDC
ENSG00000070495.15,JMJD6
ENSG00000070501.12,POLB
ENSG00000070526.15,ST6GALNAC1
ENSG00000070540.13,WIPI1
ENSG00000070601.10,FRMPD1
ENSG00000070610.14,GBA2
ENSG00000070614.15,NDST1
ENSG00000070669.17,ASNS
ENSG00000070718.12,AP3M2
ENSG00000070729.14,CNGB1
ENSG00000070731.11,ST6GALNAC2
ENSG00000070748.19,CHAT
ENSG00000070756.17,PABPC1
ENSG00000070759.17,TESK2
ENSG00000070761.8,CFAP20
ENSG00000070770.10,CSNK2A2
ENSG00000070778.13,PTPN21
ENSG00000070785.17,EIF2B3
ENSG00000070808.16,CAMK2A
ENSG00000070814.22,TCOF1
ENSG00000070831.17,CDC42
ENSG00000070882.13,OSBPL3
ENSG00000070886.12,EPHA8
ENSG00000070915.10,SLC12A3
ENSG00000070950.10,RAD18
ENSG00000070961.16,ATP2B1
ENSG00000070985.13,TRPM5
ENSG00000071051.14,NCK2
ENSG00000071054.16,MAP4K4
ENSG00000071073.13,MGAT4A
ENSG00000071082.11,RPL31
ENSG00000071127.17,WDR1
ENSG00000071189.21,SNX13
ENSG00000071203.9,MS4A12
ENSG00000071205.12,ARHGAP10
ENSG00000071242.12,RPS6KA2
ENSG00000071243.16,ING3
ENSG00000071246.11,VASH1
ENSG00000071282.12,LMCD1
ENSG00000071462.12,BUD23
ENSG00000071537.14,SEL1L
ENSG00000071539.14,TRIP13
ENSG00000071553.18,ATP6AP1
ENSG00000071564.17,TCF3
ENSG00000071575.11,TRIB2
ENSG00000071626.17,DAZAP1
ENSG00000071655.18,MBD3
ENSG00000071677.1,PRLH
ENSG00000071794.16,HLTF
ENSG00000071859.15,FAM50A
ENSG00000071889.17,FAM3A
ENSG00000071894.17,CPSF1
ENSG00000071909.19,MYO3B
ENSG00000071967.12,CYBRD1
ENSG00000071991.9,CDH19
ENSG00000071994.11,PDCD2
ENSG00000072041.17,SLC6A15
ENSG00000072042.13,RDH11
ENSG00000072062.15,PRKACA
ENSG00000072071.16,ADGRL1
ENSG00000072080.11,SPP2
ENSG00000072110.15,ACTN1
ENSG00000072121.17,ZFYVE26
ENSG00000072133.11,RPS6KA6
ENSG00000072134.15,EPN2
ENSG00000072135.13,PTPN18
ENSG00000072163.20,LIMS2
ENSG00000072182.13,ASIC4
ENSG00000072195.15,SPEG
ENSG00000072201.14,LNX1
ENSG00000072210.19,ALDH3A2
ENSG00000072274.13,TFRC
ENSG00000072310.17,SREBF1
ENSG00000072315.3,TRPC5
ENSG00000072364.13,AFF4
ENSG00000072401.15,UBE2D1
ENSG00000072415.10,MPP5
ENSG00000072422.17,RHOBTB1
ENSG00000072501.19,SMC1A
ENSG00000072506.13,HSD17B10
ENSG00000072518.21,MARK2
ENSG00000072571.20,HMMR
ENSG00000072609.18,CHFR
ENSG00000072657.9,TRHDE
ENSG00000072682.19,P4HA2
ENSG00000072694.21,FCGR2B
ENSG00000072736.19,NFATC3
ENSG00000072756.17,TRNT1
ENSG00000072778.20,ACADVL
ENSG00000072786.13,STK10
ENSG00000072803.17,FBXW11
ENSG00000072818.12,ACAP1
ENSG00000072832.15,CRMP1
ENSG00000072840.13,EVC
ENSG00000072849.11,DERL2
ENSG00000072858.11,SIDT1
ENSG00000072864.16,NDE1
ENSG00000072952.19,IRAG1
ENSG00000072954.7,TMEM38A
ENSG00000072958.9,AP1M1
ENSG00000073008.15,PVR
ENSG00000073050.12,XRCC1
ENSG00000073060.16,SCARB1
ENSG00000073067.14,CYP2W1
ENSG00000073111.14,MCM2
ENSG00000073146.16,MOV10L1
ENSG00000073150.14,PANX2
ENSG00000073169.14,SELENOO
ENSG00000073282.14,TP63
ENSG00000073331.18,ALPK1
ENSG00000073350.14,LLGL2
ENSG00000073417.15,PDE8A
ENSG00000073464.13,CLCN4
ENSG00000073536.18,NLE1
ENSG00000073578.17,SDHA
ENSG00000073584.20,SMARCE1
ENSG00000073598.6,FNDC8
ENSG00000073605.18,GSDMB
ENSG00000073614.13,KDM5A
ENSG00000073670.14,ADAM11
ENSG00000073711.11,PPP2R3A
ENSG00000073712.15,FERMT2
ENSG00000073734.10,ABCB11
ENSG00000073737.17,DHRS9
ENSG00000073754.6,CD5L
ENSG00000073756.12,PTGS2
ENSG00000073792.16,IGF2BP2
ENSG00000073803.14,MAP3K13
ENSG00000073849.16,ST6GAL1
ENSG00000073861.3,TBX21
ENSG00000073910.22,FRY
ENSG00000073921.18,PICALM
ENSG00000073969.18,NSF
ENSG00000074047.22,GLI2
ENSG00000074054.20,CLASP1
ENSG00000074071.15,MRPS34
ENSG00000074181.9,NOTCH3
ENSG00000074201.9,CLNS1A
ENSG00000074211.14,PPP2R2C
ENSG00000074219.14,TEAD2
ENSG00000074266.22,EED
ENSG00000074276.10,CDHR2
ENSG00000074317.11,SNCB
ENSG00000074319.13,TSG101
ENSG00000074356.17,NCBP3
ENSG00000074370.18,ATP2A3
ENSG00000074410.14,CA12
ENSG00000074416.14,MGLL
ENSG00000074527.13,NTN4
ENSG00000074582.15,BCS1L
ENSG00000074590.13,NUAK1
ENSG00000074603.19,DPP8
ENSG00000074621.14,SLC24A1
ENSG00000074657.14,ZNF532
ENSG00000074660.16,SCARF1
ENSG00000074695.6,LMAN1
ENSG00000074696.13,HACD3
ENSG00000074706.13,IPCEF1
ENSG00000074755.15,ZZEF1
ENSG00000074771.4,NOX3
ENSG00000074800.16,ENO1
ENSG00000074803.20,SLC12A1
ENSG00000074842.8,MYDGF
ENSG00000074855.11,ANO8
ENSG00000074935.14,TUBE1
ENSG00000074964.17,ARHGEF10L
ENSG00000074966.11,TXK
ENSG00000075035.10,WSCD2
ENSG00000075043.19,KCNQ2
ENSG00000075073.15,TACR2
ENSG00000075089.9,ACTR6
ENSG00000075131.10,TIPIN
ENSG00000075142.14,SRI
ENSG00000075151.21,EIF4G3
ENSG00000075188.9,NUP37
ENSG00000075213.11,SEMA3A
ENSG00000075218.19,GTSE1
ENSG00000075223.14,SEMA3C
ENSG00000075234.17,TTC38
ENSG00000075239.14,ACAT1
ENSG00000075240.17,GRAMD4
ENSG00000075275.18,CELSR1
ENSG00000075290.8,WNT8B
ENSG00000075292.19,ZNF638
ENSG00000075303.13,SLC25A40
ENSG00000075336.12,TIMM21
ENSG00000075340.23,ADD2
ENSG00000075388.4,FGF4
ENSG00000075391.17,RASAL2
ENSG00000075399.14,VPS9D1
ENSG00000075407.18,ZNF37A
ENSG00000075413.19,MARK3
ENSG00000075415.13,SLC25A3
ENSG00000075420.13,FNDC3B
ENSG00000075426.12,FOSL2
ENSG00000075429.9,CACNG5
ENSG00000075461.6,CACNG4
ENSG00000075539.15,FRYL
ENSG00000075568.17,TMEM131
ENSG00000075618.18,FSCN1
ENSG00000075624.17,ACTB
ENSG00000075643.6,MOCOS
ENSG00000075651.16,PLD1
ENSG00000075673.12,ATP12A
ENSG00000075702.18,WDR62
ENSG00000075711.21,DLG1
ENSG00000075785.14,RAB7A
ENSG00000075790.12,BCAP29
ENSG00000075826.17,SEC31B
ENSG00000075856.12,SART3
ENSG00000075884.14,ARHGAP15
ENSG00000075886.11,TUBA3D
ENSG00000075891.22,PAX2
ENSG00000075914.13,EXOSC7
ENSG00000075945.13,KIFAP3
ENSG00000075975.17,MKRN2
ENSG00000076003.5,MCM6
ENSG00000076043.11,REXO2
ENSG00000076053.12,RBM7
ENSG00000076067.13,RBMS2
ENSG00000076108.12,BAZ2A
ENSG00000076201.15,PTPN23
ENSG00000076242.16,MLH1
ENSG00000076248.11,UNG
ENSG00000076258.10,FMO4
ENSG00000076321.11,KLHL20
ENSG00000076344.16,RGS11
ENSG00000076351.13,SLC46A1
ENSG00000076356.7,PLXNA2
ENSG00000076382.17,SPAG5
ENSG00000076513.17,ANKRD13A
ENSG00000076554.15,TPD52
ENSG00000076555.15,ACACB
ENSG00000076604.15,TRAF4
ENSG00000076641.4,PAG1
ENSG00000076650.7,GPATCH1
ENSG00000076662.10,ICAM3
ENSG00000076685.19,NT5C2
ENSG00000076706.17,MCAM
ENSG00000076716.9,GPC4
ENSG00000076770.14,MBNL3
ENSG00000076826.10,CAMSAP3
ENSG00000076864.19,RAP1GAP
ENSG00000076924.12,XAB2
ENSG00000076928.18,ARHGEF1
ENSG00000076944.16,STXBP2
ENSG00000076984.18,MAP2K7
ENSG00000077009.13,NMRK2
ENSG00000077044.11,DGKD
ENSG00000077063.11,CTTNBP2
ENSG00000077080.10,ACTL6B
ENSG00000077092.19,RARB
ENSG00000077097.15,TOP2B
ENSG00000077147.16,TM9SF3
ENSG00000077150.20,NFKB2
ENSG00000077152.11,UBE2T
ENSG00000077157.22,PPP1R12B
ENSG00000077232.18,DNAJC10
ENSG00000077235.18,GTF3C1
ENSG00000077238.14,IL4R
ENSG00000077254.14,USP33
ENSG00000077264.15,PAK3
ENSG00000077274.9,CAPN6
ENSG00000077279.19,DCX
ENSG00000077312.9,SNRPA
ENSG00000077327.16,SPAG6
ENSG00000077348.9,EXOSC5
ENSG00000077380.16,DYNC1I2
ENSG00000077420.16,APBB1IP
ENSG00000077454.16,LRCH4
ENSG00000077458.13,FAM76B
ENSG00000077463.15,SIRT6
ENSG00000077498.9,TYR
ENSG00000077514.9,POLD3
ENSG00000077522.14,ACTN2
ENSG00000077549.19,CAPZB
ENSG00000077585.14,GPR137B
ENSG00000077616.11,NAALAD2
ENSG00000077684.16,JADE1
ENSG00000077713.19,SLC25A43
ENSG00000077721.16,UBE2A
ENSG00000077782.21,FGFR1
ENSG00000077800.13,FKBP6
ENSG00000077935.17,SMC1B
ENSG00000077942.19,FBLN1
ENSG00000077943.8,ITGA8
ENSG00000077984.6,CST7
ENSG00000078018.20,MAP2
ENSG00000078043.16,PIAS2
ENSG00000078053.17,AMPH
ENSG00000078061.13,ARAF
ENSG00000078070.13,MCCC1
ENSG00000078081.8,LAMP3
ENSG00000078098.14,FAP
ENSG00000078114.19,NEBL
ENSG00000078124.12,ACER3
ENSG00000078140.14,UBE2K
ENSG00000078142.13,PIK3C3
ENSG00000078177.14,N4BP2
ENSG00000078237.7,TIGAR
ENSG00000078246.17,TULP3
ENSG00000078269.15,SYNJ2
ENSG00000078295.17,ADCY2
ENSG00000078304.19,PPP2R5C
ENSG00000078328.22,RBFOX1
ENSG00000078369.18,GNB1
ENSG00000078399.19,HOXA9
ENSG00000078401.7,EDN1
ENSG00000078403.17,MLLT10
ENSG00000078487.17,ZCWPW1
ENSG00000078549.15,ADCYAP1R1
ENSG00000078579.9,FGF20
ENSG00000078589.13,P2RY10
ENSG00000078596.11,ITM2A
ENSG00000078618.22,NRDC
ENSG00000078668.14,VDAC3
ENSG00000078674.18,PCM1
ENSG00000078687.17,TNRC6C
ENSG00000078699.22,CBFA2T2
ENSG00000078725.13,BRINP1
ENSG00000078747.16,ITCH
ENSG00000078795.17,PKD2L2
ENSG00000078804.13,TP53INP2
ENSG00000078808.19,SDF4
ENSG00000078814.17,MYH7B
ENSG00000078898.7,BPIFB2
ENSG00000078900.15,TP73
ENSG00000078902.16,TOLLIP
ENSG00000078967.13,UBE2D4
ENSG00000079101.16,CLUL1
ENSG00000079102.16,RUNX1T1
ENSG00000079112.10,CDH17
ENSG00000079134.12,THOC1
ENSG00000079150.18,FKBP7
ENSG00000079156.17,OSBPL6
ENSG00000079215.14,SLC1A3
ENSG00000079246.16,XRCC5
ENSG00000079257.8,LXN
ENSG00000079263.19,SP140
ENSG00000079277.22,MKNK1
ENSG00000079308.19,TNS1
ENSG00000079313.15,REXO1
ENSG00000079332.15,SAR1A
ENSG00000079335.20,CDC14A
ENSG00000079337.16,RAPGEF3
ENSG00000079385.23,CEACAM1
ENSG00000079387.14,SENP1
ENSG00000079393.20,DUSP13
ENSG00000079432.7,CIC
ENSG00000079435.10,LIPE
ENSG00000079459.13,FDFT1
ENSG00000079462.8,PAFAH1B3
ENSG00000079482.13,OPHN1
ENSG00000079557.5,AFM
ENSG00000079616.13,KIF22
ENSG00000079689.14,SCGN
ENSG00000079691.18,CARMIL1
ENSG00000079739.17,PGM1
ENSG00000079785.16,DDX1
ENSG00000079805.18,DNM2
ENSG00000079819.19,EPB41L2
ENSG00000079841.18,RIMS1
ENSG00000079931.15,MOXD1
ENSG00000079950.14,STX7
ENSG00000079974.18,RABL2B
ENSG00000079999.14,KEAP1
ENSG00000080007.8,DDX43
ENSG00000080031.10,PTPRH
ENSG00000080166.16,DCT
ENSG00000080189.15,SLC35C2
ENSG00000080200.10,CRYBG3
ENSG00000080224.17,EPHA6
ENSG00000080293.10,SCTR
ENSG00000080298.15,RFX3
ENSG00000080345.18,RIF1
ENSG00000080371.6,RAB21
ENSG00000080493.18,SLC4A4
ENSG00000080503.24,SMARCA2
ENSG00000080511.5,RDH8
ENSG00000080546.13,SESN1
ENSG00000080561.14,MID2
ENSG00000080572.13,DNAAF6
ENSG00000080573.7,COL5A3
ENSG00000080603.17,SRCAP
ENSG00000080608.10,PUM3
ENSG00000080618.17,CPB2
ENSG00000080644.16,CHRNA3
ENSG00000080709.16,KCNN2
ENSG00000080802.19,CNOT4
ENSG00000080815.19,PSEN1
ENSG00000080819.9,CPOX
ENSG00000080822.17,CLDND1
ENSG00000080823.23,MOK
ENSG00000080824.19,HSP90AA1
ENSG00000080839.12,RBL1
ENSG00000080845.18,DLGAP4
ENSG00000080854.16,IGSF9B
ENSG00000080910.13,CFHR2
ENSG00000080986.13,NDC80
ENSG00000081014.11,AP4E1
ENSG00000081019.13,RSBN1
ENSG00000081026.19,MAGI3
ENSG00000081041.9,CXCL2
ENSG00000081051.8,AFP
ENSG00000081052.13,COL4A4
ENSG00000081059.20,TCF7
ENSG00000081087.15,OSTM1
ENSG00000081138.14,CDH7
ENSG00000081148.12,IMPG2
ENSG00000081154.12,PCNP
ENSG00000081177.18,EXD2
ENSG00000081181.8,ARG2
ENSG00000081189.16,MEF2C
ENSG00000081237.20,PTPRC
ENSG00000081248.11,CACNA1S
ENSG00000081277.13,PKP1
ENSG00000081307.14,UBA5
ENSG00000081320.11,STK17B
ENSG00000081377.17,CDC14B
ENSG00000081386.12,ZNF510
ENSG00000081479.15,LRP2
ENSG00000081665.14,ZNF506
ENSG00000081692.12,JMJD4
ENSG00000081721.12,DUSP12
ENSG00000081760.17,AACS
ENSG00000081791.9,DELE1
ENSG00000081800.9,SLC13A1
ENSG00000081803.16,CADPS2
ENSG00000081818.4,PCDHB4
ENSG00000081842.18,PCDHA6
ENSG00000081853.15,PCDHGA2
ENSG00000081870.12,HSPB11
ENSG00000081913.14,PHLPP1
ENSG00000081923.15,ATP8B1
ENSG00000081985.13,IL12RB2
ENSG00000082014.17,SMARCD3
ENSG00000082068.9,WDR70
ENSG00000082074.19,FYB1
ENSG00000082126.18,MPP4
ENSG00000082146.13,STRADB
ENSG00000082153.18,BZW1
ENSG00000082175.15,PGR
ENSG00000082196.21,C1QTNF3
ENSG00000082212.13,ME2
ENSG00000082213.18,C5orf22
ENSG00000082258.13,CCNT2
ENSG00000082269.17,FAM135A
ENSG00000082293.13,COL19A1
ENSG00000082397.17,EPB41L3
ENSG00000082438.17,COBLL1
ENSG00000082458.12,DLG3
ENSG00000082482.14,KCNK2
ENSG00000082497.12,SERTAD4
ENSG00000082512.15,TRAF5
ENSG00000082515.18,MRPL22
ENSG00000082516.9,GEMIN5
ENSG00000082556.14,OPRK1
ENSG00000082641.16,NFE2L1
ENSG00000082684.16,SEMA5B
ENSG00000082701.17,GSK3B
ENSG00000082781.12,ITGB5
ENSG00000082805.20,ERC1
ENSG00000082898.18,XPO1
ENSG00000082996.20,RNF13
ENSG00000083067.23,TRPM3
ENSG00000083093.10,PALB2
ENSG00000083097.14,DOP1A
ENSG00000083099.11,LYRM2
ENSG00000083123.15,BCKDHB
ENSG00000083168.11,KAT6A
ENSG00000083223.18,TUT7
ENSG00000083290.20,ULK2
ENSG00000083307.12,GRHL2
ENSG00000083312.17,TNPO1
ENSG00000083444.17,PLOD1
ENSG00000083454.22,P2RX5
ENSG00000083457.12,ITGAE
ENSG00000083520.15,DIS3
ENSG00000083535.16,PIBF1
ENSG00000083544.16,TDRD3
ENSG00000083635.8,NUFIP1
ENSG00000083642.19,PDS5B
ENSG00000083720.13,OXCT1
ENSG00000083750.13,RRAGB
ENSG00000083782.8,EPYC
ENSG00000083799.18,CYLD
ENSG00000083807.10,SLC27A5
ENSG00000083812.12,ZNF324
ENSG00000083814.13,ZNF671
ENSG00000083817.9,ZNF416
ENSG00000083828.16,ZNF586
ENSG00000083838.16,ZNF446
ENSG00000083844.10,ZNF264
ENSG00000083845.9,RPS5
ENSG00000083857.14,FAT1
ENSG00000083896.13,YTHDC1
ENSG00000083937.10,CHMP2B
ENSG00000084070.12,SMAP2
ENSG00000084072.17,PPIE
ENSG00000084073.10,ZMPSTE24
ENSG00000084090.13,STARD7
ENSG00000084092.7,NOA1
ENSG00000084093.19,REST
ENSG00000084110.11,HAL
ENSG00000084112.15,SSH1
ENSG00000084207.18,GSTP1
ENSG00000084234.18,APLP2
ENSG00000084444.14,FAM234B
ENSG00000084453.16,SLCO1A2
ENSG00000084463.8,WBP11
ENSG00000084623.12,EIF3I
ENSG00000084628.10,NKAIN1
ENSG00000084636.18,COL16A1
ENSG00000084652.16,TXLNA
ENSG00000084674.15,APOB
ENSG00000084676.15,NCOA1
ENSG00000084693.16,AGBL5
ENSG00000084710.14,EFR3B
ENSG00000084731.15,KIF3C
ENSG00000084733.11,RAB10
ENSG00000084734.9,GCKR
ENSG00000084754.12,HADHA
ENSG00000084764.12,MAPRE3
ENSG00000084774.14,CAD
ENSG00000085063.17,CD59
ENSG00000085117.12,CD82
ENSG00000085185.15,BCORL1
ENSG00000085224.23,ATRX
ENSG00000085231.14,AK6
ENSG00000085265.11,FCN1
ENSG00000085274.16,MYNN
ENSG00000085276.19,MECOM
ENSG00000085365.18,SCAMP1
ENSG00000085377.15,PREP
ENSG00000085382.12,HACE1
ENSG00000085415.16,SEH1L
ENSG00000085433.16,WDR47
ENSG00000085449.15,WDFY1
ENSG00000085465.13,OVGP1
ENSG00000085491.17,SLC25A24
ENSG00000085511.20,MAP3K4
ENSG00000085514.16,PILRA
ENSG00000085552.17,IGSF9
ENSG00000085563.15,ABCB1
ENSG00000085644.14,ZNF213
